id_permintaan,id_poktan,id_komoditas,tanggal_permintaan,volume_permintaan,harga_satuan_transaksi,fase_musim,curah_hujan_mm,status_data
1142,1,2,2026-06-17,410.06,15410.71,Gadu,28.59,Cleaned
1143,1,3,2026-06-17,48.5,82290.27,Gadu,19.07,Cleaned
1144,2,1,2026-06-17,310.05,22858.56,Gadu,72.21,Cleaned
1145,2,2,2026-06-17,286.15,14728.89,Gadu,76.9,Cleaned
1146,2,3,2026-06-17,50.16,81790.7,Gadu,70.35,Cleaned
1147,3,1,2026-06-17,212.3,25885.6,Gadu,66.67,Cleaned
1148,3,2,2026-06-17,184.8,15317.34,Gadu,55.87,Cleaned
1149,3,3,2026-06-17,65.95,82698.09,Gadu,48.56,Cleaned
1150,4,1,2026-06-17,232.24,23589.46,Gadu,16.09,Cleaned
1151,4,2,2026-06-17,220.69,16464.11,Gadu,38.59,Cleaned
1152,4,3,2026-06-17,28.47,84218.03,Gadu,36.09,Cleaned
1153,5,1,2026-06-17,248.88,25941.37,Gadu,28.18,Cleaned
1154,5,2,2026-06-17,194.15,13921.66,Gadu,60.64,Cleaned
1155,5,3,2026-06-17,66.42,84755.02,Gadu,44.71,Cleaned
1156,1,1,2026-06-24,380.79,22637.68,Gadu,15.67,Cleaned
1157,1,2,2026-06-24,244.95,15016.37,Gadu,25.41,Cleaned
1158,1,3,2026-06-24,72.52,92888.3,Gadu,57.83,Cleaned
1159,2,1,2026-06-24,378.54,24421.03,Gadu,15.33,Cleaned
1160,2,2,2026-06-24,274.01,13616.99,Gadu,69.58,Cleaned
1161,2,3,2026-06-24,25.01,77026.25,Gadu,44.66,Cleaned
1162,3,1,2026-06-24,483.28,24439.93,Gadu,43.64,Cleaned
1163,3,2,2026-06-24,188.83,13980.07,Gadu,51.47,Cleaned
1164,3,3,2026-06-24,33.55,76896.99,Gadu,67.73,Cleaned
1165,4,1,2026-06-24,381.81,26281.07,Gadu,34.35,Cleaned
1166,4,2,2026-06-24,495.18,14875.57,Gadu,57.46,Cleaned
1167,4,3,2026-06-24,63.84,81417.16,Gadu,49.6,Cleaned
1168,5,1,2026-06-24,345.11,27000.42,Gadu,28.69,Cleaned
1169,5,2,2026-06-24,184.26,13848.42,Gadu,71.5,Cleaned
1170,5,3,2026-06-24,53.26,92750.62,Gadu,65.82,Cleaned
1171,1,1,2026-07-01,378.02,24069.83,Bera,115.85,Cleaned
1172,1,2,2026-07-01,322.5,16165.21,Bera,135.06,Cleaned
1173,1,3,2026-07-01,60.14,86750.03,Bera,136.73,Cleaned
1174,2,1,2026-07-01,294.99,26633.54,Bera,120.84,Cleaned
1175,2,2,2026-07-01,239.68,16452.04,Bera,133.7,Cleaned
1176,2,3,2026-07-01,47.19,81402.89,Bera,119.75,Cleaned
1177,3,1,2026-07-01,164.56,27305.68,Bera,118.01,Cleaned
1178,3,2,2026-07-01,292.13,14668.45,Bera,111.86,Cleaned
1179,3,3,2026-07-01,40.11,83053.7,Bera,125.27,Cleaned
1180,4,1,2026-07-01,277.18,24201.94,Bera,65.86,Cleaned
1181,4,2,2026-07-01,314.39,15124.22,Bera,138.09,Cleaned
1182,4,3,2026-07-01,63.92,79120.47,Bera,137.18,Cleaned
1183,5,1,2026-07-01,373.47,25268.56,Bera,52.92,Cleaned
1184,5,2,2026-07-01,174.36,15125.11,Bera,132.58,Cleaned
1185,5,3,2026-07-01,40.1,89452.33,Bera,62.89,Cleaned
1186,1,1,2026-07-08,375.26,26668.25,Bera,83.51,Cleaned
1187,1,2,2026-07-08,294.08,14821.32,Bera,124.35,Cleaned
1188,1,3,2026-07-08,47.75,81639.67,Bera,66.08,Cleaned
1189,2,1,2026-07-08,344.0,23796.67,Bera,131.8,Cleaned
1190,2,2,2026-07-08,222.53,14083.87,Bera,133.21,Cleaned
1191,2,3,2026-07-08,51.05,77480.01,Bera,100.75,Cleaned
1192,3,1,2026-07-08,193.28,24212.24,Bera,50.64,Cleaned
1193,3,2,2026-07-08,251.89,14310.74,Bera,78.7,Cleaned
1194,3,3,2026-07-08,53.2,92929.1,Bera,111.69,Cleaned
1195,4,1,2026-07-08,172.56,25288.54,Bera,148.12,Cleaned
1196,4,2,2026-07-08,335.24,14541.83,Bera,113.18,Cleaned
1197,4,3,2026-07-08,49.8,86367.95,Bera,75.98,Cleaned
1198,5,1,2026-07-08,344.2,23195.98,Bera,113.4,Cleaned
1199,5,2,2026-07-08,317.91,14832.13,Bera,104.0,Cleaned
1200,5,3,2026-07-08,63.64,87145.98,Bera,127.98,Cleaned
1201,1,1,2026-07-15,310.02,24944.49,Bera,60.7,Cleaned
1202,1,2,2026-07-15,265.65,14705.34,Bera,126.1,Cleaned
1203,1,3,2026-07-15,51.22,93395.42,Bera,104.13,Cleaned
1204,2,1,2026-07-15,343.46,26901.57,Bera,146.3,Cleaned
1205,2,2,2026-07-15,303.91,15370.22,Bera,84.19,Cleaned
1206,2,3,2026-07-15,50.41,86179.42,Bera,113.26,Cleaned
1207,3,1,2026-07-15,243.84,25603.3,Bera,143.2,Cleaned
1208,3,2,2026-07-15,246.97,14103.94,Bera,60.25,Cleaned
1209,3,3,2026-07-15,35.97,83217.34,Bera,143.72,Cleaned
1210,4,1,2026-07-15,439.97,22697.3,Bera,118.79,Cleaned
1211,4,2,2026-07-15,200.49,14926.64,Bera,56.78,Cleaned
1212,4,3,2026-07-15,43.07,85731.42,Bera,80.1,Cleaned
1213,5,1,2026-07-15,242.53,23638.75,Bera,120.82,Cleaned
1214,5,2,2026-07-15,371.59,16392.09,Bera,56.74,Cleaned
1215,5,3,2026-07-15,47.05,91960.73,Bera,108.22,Cleaned
1216,1,1,2026-07-22,399.82,26110.72,Bera,84.59,Cleaned
1217,1,2,2026-07-22,246.12,15100.16,Bera,112.09,Cleaned
1218,1,3,2026-07-22,52.79,91289.48,Bera,54.57,Cleaned
1219,2,1,2026-07-22,233.17,23153.26,Bera,137.15,Cleaned
1220,2,2,2026-07-22,471.61,15871.53,Bera,147.35,Cleaned
1221,2,3,2026-07-22,38.12,78621.95,Bera,146.89,Cleaned
1222,3,1,2026-07-22,324.79,26471.05,Bera,124.97,Cleaned
1223,3,2,2026-07-22,350.7,14327.3,Bera,63.01,Cleaned
1224,3,3,2026-07-22,45.83,91410.54,Bera,125.83,Cleaned
1225,4,1,2026-07-22,285.18,27220.21,Bera,52.46,Cleaned
1226,4,2,2026-07-22,289.61,13946.39,Bera,52.21,Cleaned
1227,4,3,2026-07-22,50.44,84365.49,Bera,82.36,Cleaned
1228,5,1,2026-07-22,288.24,27404.94,Bera,98.86,Cleaned
1229,5,2,2026-07-22,377.11,14950.22,Bera,127.04,Cleaned
1230,5,3,2026-07-22,72.11,91180.31,Bera,118.33,Cleaned
1231,1,1,2026-07-29,300.95,25443.66,Bera,94.59,Cleaned
1232,1,2,2026-07-29,190.42,14625.99,Bera,77.36,Cleaned
1233,1,3,2026-07-29,49.12,81358.32,Bera,149.71,Cleaned
1235,2,2,2026-07-29,235.71,14109.67,Bera,92.62,Cleaned
1236,2,3,2026-07-29,66.39,89450.57,Bera,95.14,Cleaned
1237,3,1,2026-07-29,434.22,24432.7,Bera,66.36,Cleaned
1238,3,2,2026-07-29,255.71,15033.83,Bera,129.48,Cleaned
1239,3,3,2026-07-29,55.69,84869.53,Bera,119.37,Cleaned
1240,4,1,2026-07-29,430.27,25386.4,Bera,72.08,Cleaned
1241,4,2,2026-07-29,269.67,16096.73,Bera,58.24,Cleaned
1242,4,3,2026-07-29,47.96,93172.57,Bera,118.05,Cleaned
1243,5,1,2026-07-29,253.47,24537.92,Bera,115.45,Cleaned
1244,5,2,2026-07-29,218.82,15982.56,Bera,77.33,Cleaned
1245,5,3,2026-07-29,43.51,89496.97,Bera,145.09,Cleaned
1246,1,1,2026-08-05,202.08,25367.64,Bera,65.11,Cleaned
1247,1,2,2026-08-05,302.73,16368.14,Bera,93.23,Cleaned
1248,1,3,2026-08-05,42.3,79908.07,Bera,144.36,Cleaned
1249,2,1,2026-08-05,318.7,23046.32,Bera,91.97,Cleaned
1250,2,2,2026-08-05,175.53,16061.89,Bera,113.85,Cleaned
1251,2,3,2026-08-05,53.31,83965.55,Bera,89.76,Cleaned
1252,3,1,2026-08-05,366.68,26734.84,Bera,77.42,Cleaned
1253,3,2,2026-08-05,140.5,16179.27,Bera,148.4,Cleaned
1254,3,3,2026-08-05,53.74,77561.78,Bera,90.93,Cleaned
1255,4,1,2026-08-05,398.21,26917.32,Bera,139.41,Cleaned
1256,4,2,2026-08-05,203.23,14844.96,Bera,73.0,Cleaned
1257,4,3,2026-08-05,66.73,85177.35,Bera,71.31,Cleaned
1258,5,1,2026-08-05,333.52,25632.96,Bera,53.11,Cleaned
1259,5,2,2026-08-05,243.6,16279.15,Bera,115.17,Cleaned
1260,5,3,2026-08-05,49.44,76824.97,Bera,86.85,Cleaned
1261,1,1,2026-08-12,344.67,24884.22,Bera,136.44,Cleaned
1262,1,2,2026-08-12,306.08,15563.17,Bera,97.32,Cleaned
1263,1,3,2026-08-12,55.39,88786.02,Bera,146.82,Cleaned
1264,2,1,2026-08-12,317.03,25962.66,Bera,68.55,Cleaned
1265,2,2,2026-08-12,313.55,13903.31,Bera,136.86,Cleaned
1266,2,3,2026-08-12,35.86,81589.73,Bera,127.66,Cleaned
1267,3,1,2026-08-12,291.1,24293.58,Bera,127.09,Cleaned
1268,3,2,2026-08-12,227.69,15913.31,Bera,134.48,Cleaned
1269,3,3,2026-08-12,42.64,81238.92,Bera,126.1,Cleaned
1270,4,1,2026-08-12,398.89,23553.52,Bera,112.62,Cleaned
1271,4,2,2026-08-12,387.3,16372.34,Bera,63.12,Cleaned
1272,4,3,2026-08-12,56.09,76650.68,Bera,53.25,Cleaned
1273,5,1,2026-08-12,212.61,27489.1,Bera,142.08,Cleaned
1274,5,2,2026-08-12,274.69,15530.46,Bera,111.67,Cleaned
1275,5,3,2026-08-12,62.13,90583.98,Bera,129.65,Cleaned
1276,1,1,2026-08-19,311.34,23973.1,Bera,98.15,Cleaned
1277,1,2,2026-08-19,485.55,13542.95,Bera,61.73,Cleaned
1278,1,3,2026-08-19,53.93,89043.78,Bera,62.52,Cleaned
1279,2,1,2026-08-19,315.36,26670.72,Bera,118.56,Cleaned
1280,2,2,2026-08-19,275.27,15721.43,Bera,93.03,Cleaned
1281,2,3,2026-08-19,51.34,78928.45,Bera,70.05,Cleaned
1282,3,1,2026-08-19,332.32,26267.14,Bera,99.16,Cleaned
1283,3,2,2026-08-19,356.65,15806.77,Bera,56.42,Cleaned
1284,3,3,2026-08-19,59.57,87695.19,Bera,108.2,Cleaned
1285,4,1,2026-08-19,237.12,26330.58,Bera,76.9,Cleaned
1286,4,2,2026-08-19,193.5,16037.76,Bera,129.76,Cleaned
1287,4,3,2026-08-19,31.64,86931.27,Bera,81.04,Cleaned
1288,5,1,2026-08-19,340.64,22943.02,Bera,95.52,Cleaned
1289,5,2,2026-08-19,211.73,14962.88,Bera,51.16,Cleaned
1290,5,3,2026-08-19,28.47,77820.04,Bera,57.24,Cleaned
1291,1,1,2026-08-26,331.09,24537.72,Bera,89.25,Cleaned
1292,1,2,2026-08-26,499.44,14721.32,Bera,97.99,Cleaned
1293,1,3,2026-08-26,49.94,77622.17,Bera,110.0,Cleaned
1294,2,1,2026-08-26,367.08,24244.1,Bera,79.17,Cleaned
1295,2,2,2026-08-26,306.55,13832.99,Bera,119.5,Cleaned
1296,2,3,2026-08-26,49.01,90240.0,Bera,136.01,Cleaned
1297,3,1,2026-08-26,373.53,27238.44,Bera,127.99,Cleaned
1298,3,2,2026-08-26,276.78,13716.95,Bera,53.96,Cleaned
1299,3,3,2026-08-26,52.67,92736.96,Bera,98.05,Cleaned
1300,4,1,2026-08-26,325.74,25112.88,Bera,60.49,Cleaned
1301,4,2,2026-08-26,246.55,14398.7,Bera,74.2,Cleaned
1302,4,3,2026-08-26,59.92,77806.66,Bera,148.67,Cleaned
1303,5,1,2026-08-26,286.0,25003.12,Bera,64.25,Cleaned
1304,5,2,2026-08-26,239.54,15883.55,Bera,99.89,Cleaned
1305,5,3,2026-08-26,55.37,88520.47,Bera,111.82,Cleaned
